index,glyph_type,sizeA,sizeB,sizeC
58,ripple_wave,79.0,73.0,69.0
61,sun,12.0,17.0,22.0
63,sun,55.0,21.0,10.0
64,tree_growth,33.0,66.0,80.0
65,flower,26.0,55.0,71.0
66,flower,74.0,82.0,92.0
67,candle,30.0,22.0,10.0
68,sun,22.0,13.0,2.0
69,tree_growth,62.0,68.0,75.0
70,circular_progressbar,10.0,21.0,37.0
71,tree_growth,1.0,6.0,11.0
72,circular_progressbar,76.0,88.0,99.0
73,beer,21.0,14.0,10.0
74,ripple_wave,29.0,43.0,54.0
75,sun,50.0,59.0,62.0
76,candle,93.0,71.0,79.0
77,ripple_wave,46.0,42.0,35.0
78,candle,13.0,8.0,2.0
79,ripple_wave,36.0,55.0,84.0
80,tree_growth,31.0,44.0,57.0
81,candle,18.0,14.0,4.0
82,ripple_wave,50.0,66.0,90.0
83,circular_progressbar,87.0,78.0,71.0
84,beer,45.0,70.0,85.0
86,flower,21.0,23.0,31.0
87,candle,8.0,21.0,27.0
88,tree_growth,48.0,76.0,96.0
89,flower,73.0,83.0,87.0
90,sun,89.0,75.0,43.0
91,circular_progressbar,32.0,43.0,54.0
92,circular_progressbar,92.0,85.0,78.0
93,tree_growth,64.0,45.0,32.0
94,beer,16.0,8.0,3.0
95,candle,81.0,31.0,35.0
96,sun,20.0,27.0,35.0
97,sun,12.0,21.0,39.0
98,candle,34.0,39.0,48.0
99,ripple_wave,7.0,23.0,32.0
100,ripple_wave,92.0,80.0,50.0
101,sun,41.0,25.0,18.0
102,sun,41.0,35.0,30.0
103,circular_progressbar,80.0,68.0,47.0
104,sun,94.0,88.0,78.0
105,ripple_wave,59.0,45.0,32.0
106,flower,98.0,77.0,53.0
108,beer,5.0,8.0,19.0
109,sun,12.0,22.0,40.0
110,tree_growth,25.0,38.0,48.0
111,ripple_wave,75.0,62.0,48.0
112,flower,15.0,31.0,49.0
113,ripple_wave,52.0,62.0,73.0
115,flower,92.0,84.0,78.0
116,beer,35.0,28.0,21.0
117,circular_progressbar,47.0,62.0,80.0
118,flower,34.0,64.0,76.0
119,circular_progressbar,45.0,25.0,7.0
120,candle,6.0,29.0,45.0
121,circular_progressbar,70.0,50.0,28.0
122,circular_progressbar,47.0,62.0,79.0
124,circular_progressbar,10.0,30.0,51.0
125,flower,14.0,25.0,30.0
126,sun,34.0,24.0,17.0
127,circular_progressbar,31.0,21.0,13.0
128,ripple_wave,20.0,29.0,46.0
129,candle,94.0,72.0,48.0
130,candle,92.0,58.0,78.0
131,ripple_wave,64.0,77.0,99.0
132,circular_progressbar,76.0,67.0,57.0
133,beer,45.0,72.0,93.0
134,circular_progressbar,71.0,85.0,96.0
135,beer,74.0,68.0,57.0
136,tree_growth,38.0,55.0,65.0
137,beer,77.0,64.0,46.0
138,sun,56.0,70.0,75.0
139,beer,41.0,55.0,63.0
1,sun,87.0,92.0,97.0
2,tree_growth,97.0,93.0,87.0
4,flower,26.0,32.0,44.0
5,candle,96.0,90.0,85.0
6,tree_growth,98.0,93.0,84.0
7,circular_progressbar,88.0,81.0,78.0
8,ripple_wave,37.0,27.0,8.0
9,flower,98.0,87.0,75.0
10,ripple_wave,57.0,63.0,69.0
11,sun,77.0,67.0,54.0
12,tree_growth,86.0,77.0,74.0
13,candle,72.0,80.0,89.0
14,sun,33.0,16.0,12.0
15,sun,63.0,69.0,75.0
16,ripple_wave,45.0,33.0,8.0
17,beer,8.0,24.0,43.0
18,beer,60.0,33.0,15.0
19,candle,17.0,2.0,7.0
20,sun,59.0,48.0,43.0
21,sun,18.0,23.0,28.0
22,beer,18.0,22.0,29.0
23,flower,32.0,36.0,50.0
24,ripple_wave,33.0,40.0,48.0
25,beer,34.0,40.0,48.0
26,circular_progressbar,50.0,70.0,96.0
27,candle,63.0,42.0,34.0
28,candle,60.0,35.0,15.0
29,circular_progressbar,35.0,29.0,23.0
30,flower,56.0,74.0,100.0
31,tree_growth,6.0,33.0,46.0
32,flower,85.0,89.0,96.0
33,candle,42.0,48.0,74.0
34,flower,90.0,66.0,41.0
35,candle,64.0,45.0,36.0
36,flower,69.0,82.0,97.0
37,ripple_wave,95.0,76.0,67.0
1,beer,7.0,14.0,23.0
2,flower,92.0,66.0,75.0
1,beer,68.0,71.0,84.0
2,ripple_wave,86.0,68.0,49.0
3,tree_growth,31.0,24.0,15.0
4,circular_progressbar,31.0,52.0,78.0
5,beer,28.0,19.0,13.0
8,sun,83.0,65.0,36.0
1,candle,63.0,47.0,80.0
2,sun,70.0,43.0,87.0
3,ripple_wave,83.0,66.0,35.0
4,candle,53.0,45.0,36.0
2,candle,40.0,24.0,4.0
3,candle,13.0,5.0,1.0
4,tree_growth,2.0,30.0,48.0
5,ripple_wave,90.0,96.0,100.0
6,tree_growth,41.0,69.0,76.0
7,flower,11.0,35.0,60.0
8,ripple_wave,86.0,95.0,98.0
9,beer,87.0,69.0,46.0
10,sun,49.0,20.0,1.0
11,tree_growth,27.0,16.0,6.0
12,ripple_wave,20.0,26.0,39.0
13,circular_progressbar,51.0,63.0,80.0
14,ripple_wave,84.0,65.0,34.0
15,beer,3.0,12.0,23.0
16,flower,47.0,65.0,80.0
17,ripple_wave,59.0,66.0,83.0
18,flower,72.0,64.0,56.0
19,sun,40.0,78.0,89.0
20,circular_progressbar,16.0,21.0,26.0
21,flower,24.0,31.0,36.0
22,beer,32.0,23.0,13.0
23,tree_growth,68.0,73.0,82.0
24,sun,91.0,82.0,67.0
25,flower,5.0,23.0,35.0
26,flower,33.0,43.0,66.0
27,beer,19.0,15.0,9.0
28,ripple_wave,15.0,19.0,33.0
29,candle,39.0,31.0,20.0
30,beer,48.0,67.0,83.0
31,candle,45.0,71.0,89.0
32,circular_progressbar,60.0,41.0,20.0
33,sun,47.0,18.0,1.0
34,candle,34.0,44.0,56.0
35,tree_growth,73.0,68.0,59.0
37,candle,36.0,53.0,70.0
38,sun,46.0,29.0,24.0
39,tree_growth,14.0,9.0,2.0
41,flower,92.0,73.0,49.0
42,circular_progressbar,35.0,46.0,56.0
43,flower,29.0,21.0,12.0
44,tree_growth,2.0,16.0,21.0
45,beer,12.0,6.0,1.0
46,sun,46.0,69.0,81.0
47,sun,55.0,21.0,6.0
48,tree_growth,9.0,19.0,54.0
49,beer,37.0,67.0,87.0
50,circular_progressbar,90.0,82.0,75.0
51,flower,88.0,94.0,100.0
52,beer,9.0,26.0,40.0
53,circular_progressbar,32.0,24.0,15.0
54,candle,25.0,19.0,15.0
55,sun,15.0,36.0,54.0
56,flower,6.0,25.0,37.0
57,beer,86.0,92.0,98.0
58,ripple_wave,18.0,10.0,2.0
59,beer,46.0,36.0,4.0
60,ripple_wave,27.0,22.0,7.0
61,candle,73.0,79.0,86.0
62,flower,43.0,30.0,20.0
63,beer,8.0,35.0,57.0
64,flower,23.0,44.0,64.0
65,sun,17.0,34.0,55.0
66,sun,42.0,26.0,22.0
67,tree_growth,3.0,7.0,13.0
68,flower,66.0,33.0,21.0
70,flower,64.0,53.0,45.0
71,tree_growth,5.0,10.0,16.0
72,circular_progressbar,99.0,91.0,81.0
73,sun,18.0,25.0,30.0
75,circular_progressbar,69.0,75.0,82.0
76,ripple_wave,34.0,29.0,22.0
77,candle,14.0,28.0,48.0
78,circular_progressbar,52.0,35.0,14.0
79,candle,47.0,49.0,58.0
80,circular_progressbar,86.0,72.0,60.0
81,ripple_wave,78.0,85.0,91.0
82,beer,48.0,66.0,86.0
83,circular_progressbar,75.0,56.0,29.0
84,tree_growth,77.0,72.0,59.0
86,beer,33.0,25.0,19.0
87,ripple_wave,6.0,25.0,50.0
88,tree_growth,46.0,74.0,96.0
89,sun,30.0,17.0,9.0
90,candle,72.0,63.0,54.0
91,sun,82.0,92.0,98.0
92,sun,81.0,86.0,91.0
93,ripple_wave,65.0,73.0,86.0
94,circular_progressbar,25.0,20.0,10.0
95,tree_growth,1.0,8.0,14.0
96,sun,33.0,19.0,13.0
98,candle,75.0,68.0,60.0
100,candle,96.0,90.0,86.0
101,tree_growth,97.0,88.0,80.0
102,candle,11.0,42.0,57.0
103,candle,45.0,61.0,78.0
104,sun,50.0,73.0,89.0
105,tree_growth,60.0,39.0,16.0
106,flower,9.0,29.0,57.0
107,sun,50.0,15.0,4.0
108,tree_growth,80.0,75.0,63.0
109,circular_progressbar,37.0,57.0,67.0
110,beer,95.0,85.0,69.0
111,circular_progressbar,32.0,59.0,81.0
112,candle,62.0,72.0,20.0
113,beer,78.0,63.0,28.0
114,circular_progressbar,47.0,38.0,24.0
115,sun,46.0,58.0,70.0
116,tree_growth,97.0,91.0,85.0
117,candle,93.0,76.0,71.0
118,ripple_wave,95.0,79.0,53.0
119,beer,73.0,83.0,95.0
120,ripple_wave,70.0,48.0,29.0
121,ripple_wave,48.0,63.0,76.0
122,ripple_wave,71.0,61.0,48.0
123,beer,39.0,58.0,76.0
124,sun,64.0,86.0,100.0
125,tree_growth,96.0,81.0,76.0
126,candle,71.0,78.0,89.0
127,circular_progressbar,75.0,83.0,91.0
129,circular_progressbar,53.0,39.0,23.0
130,candle,50.0,44.0,27.0
131,ripple_wave,3.0,10.0,19.0
132,flower,88.0,94.0,100.0
133,flower,69.0,48.0,24.0
134,ripple_wave,56.0,68.0,95.0
135,flower,26.0,29.0,36.0
136,circular_progressbar,94.0,88.0,84.0
137,sun,17.0,37.0,66.0
138,candle,80.0,70.0,96.0
140,ripple_wave,83.0,87.0,94.0
1,candle,80.0,1.0,31.0
2,ripple_wave,59.0,66.0,73.0
3,candle,75.0,65.0,64.0
4,tree_growth,53.0,71.0,75.0
1,ripple_wave,9.0,22.0,28.0
2,flower,67.0,72.0,79.0
3,tree_growth,42.0,73.0,88.0
4,sun,93.0,83.0,74.0
5,ripple_wave,18.0,26.0,33.0
6,candle,3.0,27.0,39.0
7,ripple_wave,52.0,76.0,84.0
8,tree_growth,72.0,62.0,37.0
10,tree_growth,77.0,86.0,92.0
11,circular_progressbar,64.0,52.0,47.0
12,sun,70.0,60.0,43.0
13,circular_progressbar,1.0,8.0,14.0
14,tree_growth,85.0,78.0,42.0
15,flower,30.0,34.0,41.0
16,flower,30.0,51.0,63.0
17,tree_growth,13.0,21.0,23.0
18,tree_growth,52.0,26.0,7.0
19,beer,3.0,14.0,30.0
20,beer,91.0,64.0,41.0
21,sun,58.0,51.0,41.0
22,circular_progressbar,42.0,34.0,23.0
23,beer,75.0,72.0,53.0
24,circular_progressbar,94.0,73.0,54.0
25,beer,32.0,46.0,55.0
26,tree_growth,38.0,24.0,9.0
27,candle,28.0,16.0,2.0
28,flower,59.0,49.0,36.0
29,beer,31.0,38.0,41.0
30,sun,13.0,29.0,61.0
31,circular_progressbar,7.0,25.0,43.0
33,tree_growth,26.0,15.0,3.0
34,tree_growth,49.0,77.0,90.0
35,ripple_wave,56.0,61.0,77.0
36,tree_growth,65.0,71.0,77.0
37,flower,100.0,68.0,50.0
38,beer,7.0,12.0,18.0
39,candle,99.0,91.0,82.0
40,flower,68.0,47.0,21.0
41,circular_progressbar,94.0,81.0,71.0
42,ripple_wave,13.0,10.0,2.0
43,candle,10.0,23.0,35.0
44,sun,84.0,72.0,58.0
45,flower,29.0,55.0,73.0
46,flower,76.0,82.0,96.0
47,beer,54.0,72.0,84.0
48,circular_progressbar,68.0,83.0,99.0
50,sun,60.0,24.0,11.0
51,flower,14.0,40.0,56.0
52,candle,86.0,80.0,72.0
53,circular_progressbar,50.0,44.0,39.0
55,candle,31.0,40.0,76.0
56,flower,52.0,40.0,12.0
57,circular_progressbar,19.0,31.0,45.0
58,circular_progressbar,43.0,34.0,24.0
60,ripple_wave,64.0,71.0,90.0
61,sun,2.0,16.0,37.0
62,ripple_wave,51.0,73.0,95.0
63,sun,12.0,27.0,59.0
64,candle,52.0,34.0,21.0
65,candle,63.0,53.0,41.0
66,candle,22.0,30.0,33.0
67,ripple_wave,54.0,74.0,97.0
68,beer,15.0,11.0,3.0
69,beer,30.0,35.0,44.0
70,sun,7.0,21.0,38.0
71,ripple_wave,18.0,25.0,28.0
72,flower,11.0,33.0,47.0
73,tree_growth,87.0,76.0,62.0
74,flower,46.0,29.0,5.0
75,tree_growth,27.0,41.0,61.0
76,beer,41.0,53.0,61.0
77,ripple_wave,81.0,61.0,39.0
78,circular_progressbar,91.0,83.0,79.0
79,ripple_wave,54.0,68.0,72.0
80,beer,36.0,55.0,66.0
81,ripple_wave,28.0,55.0,68.0
83,sun,1.0,18.0,41.0
84,sun,58.0,70.0,80.0
86,tree_growth,21.0,40.0,67.0
87,ripple_wave,94.0,87.0,80.0
88,sun,57.0,44.0,36.0
89,beer,98.0,91.0,84.0
90,ripple_wave,19.0,30.0,57.0
91,candle,41.0,80.0,86.0
92,flower,21.0,14.0,6.0
93,flower,80.0,65.0,49.0
94,flower,63.0,55.0,42.0
95,candle,38.0,69.0,86.0
96,candle,85.0,75.0,37.0
98,candle,43.0,35.0,25.0
99,sun,75.0,68.0,60.0
100,ripple_wave,47.0,27.0,13.0
101,sun,62.0,53.0,36.0
102,circular_progressbar,50.0,38.0,28.0
103,circular_progressbar,54.0,64.0,76.0
104,flower,89.0,85.0,79.0
105,circular_progressbar,54.0,41.0,31.0
106,sun,27.0,18.0,11.0
107,tree_growth,78.0,70.0,43.0
108,beer,95.0,85.0,78.0
109,flower,93.0,86.0,79.0
110,tree_growth,56.0,35.0,15.0
112,ripple_wave,37.0,29.0,21.0
113,flower,51.0,72.0,86.0
114,sun,83.0,65.0,34.0
116,circular_progressbar,3.0,17.0,32.0
117,beer,64.0,83.0,95.0
118,circular_progressbar,4.0,11.0,21.0
119,sun,64.0,82.0,95.0
120,candle,20.0,43.0,58.0
121,beer,48.0,66.0,77.0
122,beer,15.0,12.0,5.0
123,sun,54.0,44.0,30.0
124,circular_progressbar,23.0,21.0,12.0
125,tree_growth,3.0,13.0,20.0
126,candle,8.0,16.0,26.0
127,beer,61.0,42.0,25.0
128,ripple_wave,43.0,34.0,24.0
130,candle,89.0,96.0,100.0
131,beer,99.0,94.0,87.0
132,tree_growth,3.0,15.0,29.0
133,beer,69.0,58.0,42.0
134,candle,65.0,56.0,75.0
135,beer,48.0,47.0,38.0
136,circular_progressbar,47.0,69.0,96.0
137,tree_growth,81.0,74.0,50.0
138,candle,47.0,29.0,7.0
140,sun,95.0,82.0,73.0
1,tree_growth,27.0,36.0,40.0
2,circular_progressbar,3.0,23.0,37.0
3,ripple_wave,98.0,80.0,86.0
5,circular_progressbar,95.0,88.0,81.0
6,tree_growth,88.0,94.0,98.0
7,sun,84.0,89.0,94.0
1,flower,26.0,12.0,6.0
2,candle,18.0,34.0,58.0
3,beer,81.0,60.0,40.0
4,sun,45.0,54.0,58.0
5,tree_growth,3.0,25.0,37.0
6,sun,69.0,24.0,19.0
7,candle,28.0,32.0,17.0
8,sun,53.0,46.0,36.0
9,tree_growth,75.0,68.0,50.0
10,tree_growth,11.0,18.0,25.0
11,tree_growth,100.0,93.0,86.0
12,sun,97.0,79.0,54.0
13,flower,77.0,87.0,92.0
14,tree_growth,59.0,43.0,18.0
15,sun,2.0,17.0,41.0
16,sun,19.0,10.0,1.0
17,ripple_wave,94.0,85.0,80.0
18,flower,4.0,36.0,47.0
19,circular_progressbar,89.0,75.0,67.0
20,tree_growth,78.0,88.0,99.0
21,candle,15.0,42.0,60.0
23,candle,56.0,36.0,23.0
24,flower,84.0,87.0,94.0
25,circular_progressbar,87.0,74.0,59.0
26,tree_growth,94.0,73.0,50.0
27,tree_growth,90.0,71.0,67.0
28,sun,66.0,48.0,33.0
29,ripple_wave,53.0,63.0,68.0
30,circular_progressbar,58.0,29.0,8.0
31,circular_progressbar,54.0,46.0,38.0
32,sun,84.0,88.0,95.0
33,tree_growth,2.0,10.0,14.0
34,tree_growth,64.0,54.0,35.0
35,flower,63.0,74.0,88.0
1,ripple_wave,99.0,69.0,58.0
2,flower,67.0,33.0,18.0
3,circular_progressbar,90.0,83.0,78.0
5,circular_progressbar,14.0,24.0,44.0
6,candle,97.0,82.0,64.0
8,circular_progressbar,46.0,29.0,4.0
9,sun,9.0,27.0,53.0
10,beer,71.0,54.0,38.0
11,candle,22.0,29.0,40.0
12,ripple_wave,44.0,29.0,17.0
13,beer,98.0,79.0,59.0
14,circular_progressbar,47.0,79.0,96.0
15,beer,1.0,20.0,36.0
16,beer,29.0,34.0,41.0
17,sun,18.0,36.0,67.0
18,candle,86.0,93.0,98.0
19,beer,77.0,89.0,95.0
20,flower,77.0,84.0,94.0
21,flower,58.0,75.0,100.0
22,ripple_wave,85.0,65.0,38.0
23,sun,41.0,56.0,67.0
24,beer,41.0,56.0,66.0
25,flower,100.0,94.0,90.0
26,ripple_wave,55.0,42.0,34.0
27,flower,82.0,72.0,53.0
28,ripple_wave,68.0,48.0,18.0
29,tree_growth,18.0,30.0,35.0
30,sun,52.0,45.0,41.0
31,flower,24.0,48.0,58.0
32,ripple_wave,78.0,51.0,30.0
33,candle,68.0,82.0,93.0
34,tree_growth,27.0,20.0,11.0
35,candle,57.0,49.0,44.0
36,beer,17.0,9.0,1.0
37,flower,27.0,23.0,17.0
38,beer,86.0,75.0,67.0
39,sun,30.0,26.0,20.0
40,tree_growth,57.0,40.0,25.0
41,circular_progressbar,64.0,47.0,36.0
42,ripple_wave,59.0,47.0,41.0
43,sun,96.0,87.0,80.0
45,tree_growth,52.0,40.0,18.0
46,tree_growth,28.0,50.0,71.0
47,ripple_wave,63.0,88.0,99.0
48,circular_progressbar,30.0,19.0,5.0
49,tree_growth,81.0,68.0,37.0
50,tree_growth,89.0,95.0,100.0
51,ripple_wave,2.0,23.0,30.0
52,ripple_wave,93.0,82.0,72.0
53,sun,45.0,77.0,91.0
54,circular_progressbar,93.0,86.0,79.0
55,candle,49.0,57.0,66.0
56,sun,30.0,40.0,55.0
57,beer,88.0,95.0,99.0
58,beer,44.0,30.0,4.0
59,tree_growth,24.0,18.0,2.0
60,flower,55.0,43.0,34.0
61,tree_growth,35.0,39.0,55.0
62,flower,33.0,39.0,48.0
63,beer,51.0,58.0,67.0
64,ripple_wave,59.0,86.0,97.0
65,circular_progressbar,70.0,63.0,58.0
66,flower,46.0,39.0,29.0
67,candle,48.0,75.0,88.0
68,circular_progressbar,89.0,93.0,100.0
69,beer,59.0,72.0,78.0
1,candle,85.0,14.0,96.0
2,ripple_wave,64.0,58.0,53.0
3,ripple_wave,63.0,77.0,90.0
4,candle,26.0,42.0,68.0
5,ripple_wave,80.0,74.0,59.0
6,flower,76.0,65.0,46.0
1,tree_growth,60.0,32.0,38.0
2,tree_growth,40.0,30.0,25.0
3,tree_growth,65.0,43.0,16.0
4,sun,95.0,90.0,85.0
5,circular_progressbar,20.0,12.0,6.0
1,beer,58.0,50.0,38.0
2,tree_growth,96.0,68.0,53.0
3,sun,44.0,35.0,74.0
4,ripple_wave,33.0,22.0,58.0
5,circular_progressbar,96.0,33.0,66.0
6,tree_growth,69.0,61.0,89.0
7,circular_progressbar,52.0,74.0,98.0
8,flower,15.0,20.0,28.0
10,flower,34.0,52.0,61.0
11,tree_growth,68.0,62.0,48.0
12,ripple_wave,87.0,69.0,63.0
13,candle,4.0,11.0,29.0
14,flower,71.0,75.0,84.0
15,sun,20.0,22.0,42.0
16,ripple_wave,20.0,32.0,44.0
17,sun,42.0,52.0,58.0
18,sun,12.0,7.0,2.0
19,beer,59.0,47.0,24.0
20,flower,7.0,20.0,24.0
21,circular_progressbar,6.0,18.0,30.0
22,beer,19.0,48.0,67.0
23,circular_progressbar,56.0,51.0,43.0
24,flower,39.0,51.0,64.0
26,candle,30.0,62.0,71.0
27,circular_progressbar,15.0,38.0,46.0
28,tree_growth,96.0,74.0,65.0
29,circular_progressbar,48.0,57.0,81.0
30,candle,8.0,17.0,34.0
31,flower,16.0,22.0,27.0
32,sun,38.0,20.0,14.0
33,beer,89.0,90.0,100.0
34,candle,47.0,80.0,35.0
35,flower,68.0,83.0,96.0
37,tree_growth,62.0,54.0,48.0
38,candle,23.0,33.0,45.0
39,circular_progressbar,60.0,66.0,76.0
40,beer,81.0,91.0,95.0
41,beer,77.0,60.0,37.0
42,ripple_wave,47.0,40.0,23.0
43,beer,45.0,70.0,82.0
44,tree_growth,52.0,36.0,12.0
45,beer,66.0,58.0,53.0
46,sun,52.0,26.0,11.0
47,sun,93.0,41.0,69.0
48,beer,87.0,96.0,100.0
49,flower,27.0,47.0,65.0
50,sun,17.0,10.0,6.0
51,beer,45.0,54.0,62.0
52,sun,93.0,77.0,56.0
53,candle,74.0,81.0,88.0
54,tree_growth,35.0,39.0,46.0
55,beer,29.0,39.0,45.0
56,tree_growth,54.0,76.0,95.0
57,beer,98.0,77.0,53.0
58,beer,12.0,15.0,25.0
59,sun,100.0,96.0,89.0
60,sun,9.0,21.0,27.0
61,sun,99.0,90.0,77.0
62,candle,74.0,64.0,50.0
63,beer,100.0,96.0,89.0
64,circular_progressbar,46.0,67.0,84.0
65,ripple_wave,17.0,10.0,5.0
68,sun,90.0,86.0,79.0
69,circular_progressbar,70.0,49.0,30.0
70,sun,42.0,44.0,53.0
71,candle,55.0,36.0,30.0
72,ripple_wave,77.0,71.0,58.0
73,tree_growth,55.0,73.0,82.0
74,ripple_wave,14.0,25.0,34.0
75,candle,43.0,33.0,81.0
76,flower,17.0,26.0,31.0
77,circular_progressbar,83.0,79.0,73.0
78,flower,46.0,36.0,21.0
79,beer,37.0,30.0,22.0
80,tree_growth,85.0,72.0,58.0
81,circular_progressbar,8.0,18.0,27.0
82,beer,43.0,71.0,82.0
84,tree_growth,59.0,75.0,96.0
85,ripple_wave,8.0,28.0,54.0
86,sun,70.0,79.0,88.0
87,candle,33.0,64.0,72.0
88,circular_progressbar,1.0,7.0,11.0
89,beer,29.0,16.0,1.0
90,beer,99.0,86.0,76.0
91,circular_progressbar,11.0,28.0,39.0
92,tree_growth,10.0,16.0,26.0
93,ripple_wave,30.0,42.0,72.0
94,flower,65.0,78.0,86.0
95,candle,72.0,51.0,28.0
96,tree_growth,46.0,32.0,25.0
97,sun,84.0,89.0,99.0
98,flower,30.0,22.0,18.0
100,ripple_wave,6.0,19.0,42.0
101,flower,76.0,85.0,92.0
103,candle,32.0,30.0,20.0
104,circular_progressbar,65.0,45.0,26.0
105,ripple_wave,94.0,80.0,78.0
106,ripple_wave,29.0,42.0,54.0
107,tree_growth,79.0,70.0,62.0
108,candle,89.0,71.0,79.0
110,ripple_wave,20.0,36.0,69.0
111,tree_growth,17.0,40.0,63.0
112,candle,90.0,82.0,72.0
113,flower,10.0,22.0,28.0
114,circular_progressbar,94.0,82.0,66.0
116,candle,93.0,80.0,61.0
117,ripple_wave,73.0,52.0,23.0
119,ripple_wave,32.0,20.0,5.0
120,ripple_wave,1.0,8.0,17.0
121,circular_progressbar,63.0,56.0,50.0
122,circular_progressbar,53.0,76.0,92.0
123,sun,38.0,47.0,54.0
124,flower,50.0,45.0,39.0
125,tree_growth,89.0,95.0,100.0
126,circular_progressbar,1.0,8.0,11.0
127,ripple_wave,10.0,17.0,22.0
128,candle,75.0,65.0,59.0
129,tree_growth,29.0,37.0,51.0
130,ripple_wave,27.0,47.0,61.0
131,circular_progressbar,85.0,91.0,99.0
132,flower,62.0,45.0,40.0
133,circular_progressbar,67.0,41.0,17.0
134,tree_growth,96.0,74.0,54.0
136,ripple_wave,1.0,8.0,18.0
137,sun,16.0,48.0,63.0
139,flower,39.0,48.0,64.0
140,candle,98.0,85.0,51.0
1,flower,35.0,51.0,61.0
2,ripple_wave,7.0,28.0,24.0
3,flower,46.0,42.0,36.0
4,ripple_wave,38.0,43.0,28.0
6,candle,94.0,71.0,82.0
7,circular_progressbar,73.0,55.0,34.0
8,flower,25.0,16.0,3.0
9,beer,7.0,16.0,27.0
11,candle,67.0,52.0,44.0
12,flower,41.0,38.0,26.0
13,tree_growth,38.0,35.0,26.0
14,ripple_wave,46.0,41.0,33.0
16,tree_growth,65.0,38.0,19.0
17,sun,66.0,48.0,33.0
19,candle,39.0,28.0,13.0
20,ripple_wave,29.0,21.0,6.0
21,tree_growth,15.0,20.0,27.0
22,tree_growth,55.0,76.0,86.0
23,ripple_wave,1.0,29.0,46.0
24,beer,64.0,72.0,85.0
25,beer,19.0,30.0,39.0
27,beer,2.0,7.0,12.0
28,sun,71.0,76.0,81.0
29,flower,74.0,83.0,98.0
31,sun,35.0,17.0,7.0
32,beer,8.0,17.0,26.0
33,candle,43.0,31.0,17.0
34,tree_growth,84.0,88.0,97.0
35,sun,15.0,10.0,2.0
36,beer,78.0,85.0,91.0
37,flower,48.0,28.0,20.0
38,candle,31.0,19.0,8.0
39,sun,3.0,12.0,20.0
40,circular_progressbar,65.0,78.0,90.0
41,circular_progressbar,73.0,59.0,42.0
42,flower,90.0,85.0,80.0
43,candle,65.0,59.0,76.0
44,ripple_wave,25.0,43.0,68.0
45,candle,91.0,71.0,80.0
46,sun,26.0,52.0,74.0
48,sun,67.0,48.0,32.0
49,candle,60.0,65.0,74.0
50,flower,36.0,24.0,14.0
51,ripple_wave,66.0,39.0,17.0
52,ripple_wave,69.0,39.0,26.0
53,flower,22.0,39.0,60.0
55,circular_progressbar,86.0,64.0,45.0
56,candle,74.0,75.0,50.0
57,candle,74.0,77.0,34.0
59,tree_growth,39.0,28.0,12.0
60,tree_growth,9.0,18.0,24.0
61,flower,67.0,74.0,82.0
62,beer,40.0,51.0,71.0
63,flower,6.0,15.0,22.0
64,beer,55.0,75.0,97.0
65,circular_progressbar,45.0,59.0,72.0
66,tree_growth,19.0,16.0,9.0
67,flower,19.0,27.0,38.0
68,circular_progressbar,41.0,28.0,16.0
69,beer,2.0,7.0,12.0
70,tree_growth,12.0,32.0,58.0
71,sun,74.0,64.0,50.0
73,tree_growth,36.0,45.0,54.0
74,beer,72.0,85.0,96.0
76,candle,38.0,71.0,86.0
77,beer,38.0,29.0,16.0
78,beer,68.0,78.0,93.0
79,circular_progressbar,29.0,20.0,10.0
80,circular_progressbar,64.0,57.0,49.0
81,ripple_wave,45.0,34.0,15.0
82,beer,86.0,76.0,70.0
83,tree_growth,92.0,84.0,76.0
85,circular_progressbar,24.0,19.0,14.0
86,ripple_wave,50.0,57.0,65.0
87,circular_progressbar,27.0,42.0,66.0
88,tree_growth,87.0,92.0,97.0
90,candle,73.0,68.0,54.0
91,candle,25.0,17.0,5.0
93,ripple_wave,95.0,64.0,52.0
94,circular_progressbar,85.0,65.0,45.0
95,ripple_wave,80.0,69.0,60.0
96,sun,18.0,33.0,56.0
97,beer,61.0,79.0,100.0
98,sun,63.0,73.0,85.0
99,ripple_wave,99.0,74.0,52.0
100,ripple_wave,95.0,86.0,84.0
101,flower,47.0,38.0,25.0
102,candle,88.0,71.0,51.0
103,ripple_wave,100.0,94.0,88.0
104,flower,28.0,48.0,58.0
105,flower,81.0,64.0,39.0
106,sun,16.0,27.0,41.0
107,tree_growth,81.0,67.0,51.0
108,ripple_wave,58.0,38.0,21.0
109,sun,46.0,36.0,33.0
110,beer,72.0,86.0,100.0
111,ripple_wave,79.0,66.0,50.0
112,candle,8.0,30.0,51.0
114,candle,71.0,81.0,91.0
115,circular_progressbar,97.0,78.0,59.0
116,sun,39.0,19.0,4.0
118,flower,54.0,40.0,16.0
119,tree_growth,2.0,28.0,41.0
120,candle,56.0,35.0,14.0
121,beer,100.0,96.0,90.0
122,sun,24.0,19.0,14.0
124,candle,37.0,59.0,66.0
125,flower,58.0,49.0,37.0
126,flower,11.0,28.0,43.0
128,circular_progressbar,12.0,7.0,1.0
129,circular_progressbar,59.0,72.0,86.0
130,sun,71.0,49.0,21.0
131,tree_growth,40.0,34.0,28.0
132,flower,49.0,58.0,73.0
133,tree_growth,69.0,64.0,59.0
134,circular_progressbar,54.0,35.0,17.0
135,tree_growth,5.0,16.0,25.0
